id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to,related_symptom_w2v,related_symptom_bert
585,Trắng lưỡi,,,,2022-01-17 11:00:13.921+00,1,1,2022-01-17 11:00:12.18+00,2022-01-17 11:00:13.941+00,,['Trắng lưỡi'],['Trắng lưỡi']
629,Đốm trên da,,,,2022-01-18 02:34:21.583+00,1,1,2022-01-18 02:34:19.49+00,2022-01-18 02:34:21.596+00,,"['Đốm trên da', 'Các mảng màu đỏ trên da', 'Vết loét da nhỏ', 'Teo lớp mỡ dưới da', 'Mụn nhỏ trên bề mặt da đầu', 'Da tái xanh', 'Thay đổi màu sắc da ở dương vật', 'Vùng dày bì dưới da', 'Màu da khác xung quanh', 'Răng lốm đốm màu', 'Đỏ vùng da quanh khớp', 'Nốt màu đỏ trên bề mặt da', 'Sưng nề vùng da xung quanh', 'Mảng sần trên bề mặt da', 'Ban đỏ trên da', 'Các mảng đỏ hoặc nâu trên da', 'Các mảng da ngứa', 'Da tấy đỏ', 'Đỏ da', 'Nổi da gà', 'Xương đâm xuyên qua da']",['Đốm trên da']
734,Da mất cảm giác,,,,2022-01-18 04:36:47.041+00,1,1,2022-01-18 04:36:44.477+00,2022-01-18 04:36:47.052+00,,"['Da mất cảm giác', 'Giảm cảm giác', 'Mất cảm giác', 'Cảm giác dị vật trong mắt', 'Giác mạc mất độ bóng', 'Mất hứng thú', 'Lãnh cảm', 'Nhạy cảm với ánh sáng', 'Mất thính giác', 'Trầm cảm', 'Mất thính giác đột ngột', 'Mất khứu giác', 'Thay đổi màu sắc da ở dương vật', 'Cảm giác ngứa ran bên trong cổ chân', 'Cảm giác kiến bò trong người', 'Mất vị giác', 'Rối loạn về cảm xúc', 'Dị cảm', 'Cảm giác khối u chặn họng', 'Tăng sắc tố da']",['Da mất cảm giác']
64,Đa niệu,"<br><br><br>Đa niệu là lượng nước tiểu > 3 L / ngày; đa niệu phải được phân biệt với tiểu nhiều lần<br>, đó là nhu cầu đi tiểu rất nhiều lần trong ngày hoặc ban đêm nhưng thể tích nước tiểu bình thường hoặc ít hơn bình thường. Một trong hai vấn đề kể trên có thể gây tiểu đêm.",[],,2022-01-12 12:25:39.069+00,1,1,2022-01-12 10:06:17.812+00,2022-01-12 12:25:39.084+00,,['Đa niệu'],['Đa niệu']
75,Đau ở vùng chậu,"Đau vùng chậu là cảm giác không thoải mái vùng bụng dưới mà nhiều phụ nữ phàn nàn về điều này. Cần phân biệt với đau tầng sinh môn, xảy ra ở bộ phận sinh dục ngoài và da vùng tầng sinh môn",[],,2022-01-12 12:28:51.411+00,1,1,2022-01-12 10:06:17.882+00,2022-01-12 12:28:51.424+00,,"['Đau vùng bên trái bụng', 'Đau ở vùng hạ sườn phải', 'Đau ở vùng chậu', 'Sưng ở vùng chậu', 'Đau ở vùng bụng', 'Đau vùng xương chậu', 'Chảy dịch ở tai', 'Đau vùng hạ sườn trái', 'Ngứa ở niệu đạo ', 'Đau đầu', 'Đau rát vùng u', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Khối u ở bụng', 'Đau bụng từng cơn', 'Cục ở họng', 'Đau khi quan hệ', 'Đau cột sống cổ - cột sống thắt lưng', 'Nóng rát vùng thượng vị', 'Chảy nước ở tai', 'Đau dữ dội vùng thượng vị', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau khi đi tiểu', 'Đau bụng ở trẻ em', 'Đau bụng cấp tính', 'Đau ở hạ vị', 'Nổi cục ở dây thần kinh ngoại vi', 'Đau bụng vùng thượng vị', 'Tiêu chảy ở trẻ em', 'Nóng rát vùng mông', 'Đau khi đi lại', 'Đau nhói vùng mông', 'Yếu cơ vùng đầu mặt cổ', 'Sưng nề vùng da xung quanh', 'Đau khi nhai', 'Đau trong và xung quanh một khớp', 'Các khối u ở miệng', 'Chảy dịch ở núm vú', 'Đau cơ', 'Đau vùng mạn sườn dưới', 'Đau ở nhiều khớp', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Đau vùng thắt lưng', 'Đau dai dẳng vùng thượng vị', 'Vết nứt ở hậu môn', 'Phát ban ở trẻ sơ sinh và trẻ nhỏ', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Mất chức năng vùng bị thương', 'Buồn nôn ở trẻ nhỏ và trẻ em', 'Đau bụng tái phát', 'Đau phía sau đầu và cổ', 'Khối u ở bìu không đau', 'Ngứa ở vùng háng', 'Đau khi giao hợp', 'Ho ở người lớn', 'Đau nhức toàn thân', 'Đi tiểu đau', 'Đau hạ vị']","['Đau ở vùng hạ sườn phải', 'Đau ở vùng chậu', 'Đau nhói vùng mông', 'Đau vùng xương chậu']"
56,Khó tiêu,"Khó tiêu là cảm giác đau hoặc khó chịu ở phần trên ổ bụng; cảm giác này thường xuyên xảy ra. Nó có thể được mô tả như khó tiêu, đầy hơi, nhanh no, cảm giác đầy sau bữa ăn, cồn cào/bứt dứt, hoặc ợ nóng.",[],,2022-01-12 12:37:01.531+00,1,1,2022-01-12 10:06:17.739+00,2022-01-12 12:37:01.544+00,,"['Khó tiêu', 'Tiêu lỏng', 'Khó nhìn', 'Khó giao tiếp', 'Khó khăn trong việc di chuyển', 'Tiểu khó', 'Khó khăn trong việc suy luận', 'Khó tập trung', 'Chậm tiêu', 'Tiêu chảy nhiều lần', 'Khó chịu', 'Khó cử động', 'Nói khó khăn', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Khó chịu khi đi tiểu', 'Ăn không tiêu', 'Khó mở mắt']","['Chậm tiêu', 'Khó tiêu']"
91,Đau bụng ở trẻ em,"Hội chứng quấy khóc ở trẻ nhũ nhi là tình trạng quấy khóc thường xuyên và kéo dài mà không rõ lý do ở trẻ nhũ nhi khỏe mạnh.<br>Mặc dù thuật ngữ colic gợi ý nguyên nhân tại đường ruột, nhưng căn nguyên thật sự chưa rõ ràng.<br>Hội chứng này thường xuất hiện trong tháng đầu tiên, đạt mức đỉnh điểm vào khoảng 6 tuần tuổi, và tự nhiên hết vào lúc 3 đến 4 tháng tuổi. Các cơn khóc bất thường hoặc khó chịu thường xảy ra vào cùng thời điểm trong ngày hoặc ban đêm và diễn ra trong nhiều giờ mà không có lý do rõ ràng. Một vài trẻ nhỏ khóc gần như không ngừng. Việc khóc quá mức có thể gây ra hiện tượng nuốt hơi, dẫn đến đầy hơi và đầy bụng. Thông thường, trẻ đau bụng colic ăn uống và tăng cân bình thường, mặc dù việc quấy khóc nhiều có thể làm trẻ không bú được dẫn tới tình trạng đói quá mức. Hội chứng quấy khóc ở trẻ nhũ nhi không liên quan đến sự phát triển tính cách thích nài nỉ hay thiếu kiên nhẫn",[],Nam,2022-01-12 12:24:57.013+00,1,1,2022-01-12 10:06:17.998+00,2022-01-14 06:50:04+00,,"['Sốt ở trẻ sơ sinh và trẻ em', 'Đau bụng ở trẻ em', 'Tiêu chảy ở trẻ em', 'Ho ở trẻ em', 'Buồn nôn ở trẻ nhỏ và trẻ em', 'Đau nhức chân tay', 'Tăng trưởng chậm ở trẻ em', 'Đau đầu', 'Sờ thấy một khối u trong bụng', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Đầy bụng', 'Đau bụng từng cơn', 'Đau cột sống cổ - cột sống thắt lưng', 'Đau vùng bên trái bụng', 'Táo bón ở trẻ em', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau bụng', 'Đau khi đi tiểu', 'Đau ở vùng chậu', 'Đau bụng cấp tính', 'Đau bụng vùng thượng vị', 'Đau khi đi lại', 'Đau khi nhai', 'Đau bụng kinh', 'Đau ở vùng bụng', 'Đau cơ', 'Đau tức ngực', 'Đau ở nhiều khớp', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Đau vùng thắt lưng', 'Phát ban ở trẻ sơ sinh và trẻ nhỏ', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Đau bụng tái phát', 'Đau phía sau đầu và cổ', 'Đau bụng mạn tính', 'Đau nhức toàn thân', 'Đi tiểu đau']",['Đau bụng ở trẻ em']
106,Hắt hơi,,,,2022-01-14 03:26:46.618+00,3,3,2022-01-14 03:26:42.376+00,2022-01-14 03:26:46.633+00,,"['Hắt hơi', 'Ợ hơi', 'Hơi thở hôi']",['Hắt hơi']
393,Cường giáp,"Cường giáp: lo lắng, nhịp tim nhanh, vã mồ hôi, run tay,… (7%).",,,2022-01-15 06:59:32.746+00,2,2,2022-01-15 06:59:30.957+00,2022-01-15 06:59:32.758+00,,['Cường giáp'],['Cường giáp']
454,Giảm thính lực,,,,2022-01-15 15:22:51.345+00,3,3,2022-01-15 15:22:49.168+00,2022-01-15 15:22:51.373+00,,"['Giảm thính lực', 'Trương lực cơ giảm', 'Giảm khả năng phản xạ', 'Mất thính giác đột ngột', 'Suy giảm thị lực', 'Giảm vận động', 'Giảm cảm giác', 'Giảm ham muốn tình dục', 'Mất thị lực cấp tính']",['Giảm thính lực']
455,Suy tim,,,,2022-01-15 15:24:38.99+00,3,3,2022-01-15 15:24:35.324+00,2022-01-15 15:24:39.004+00,,"['Suy tim phải', 'Suy tim trái', 'Suy tim', 'Nhồi máu cơ tim']",['Suy tim']
530,Phân nhạt màu,,,,2022-01-16 11:32:24.132+00,2,2,2022-01-16 11:32:22.407+00,2022-01-16 11:32:24.143+00,,"['Phân nhạt màu', 'Phân nhạt', 'Các mảng màu đỏ trên da', 'Thay đổi màu sắc da ở dương vật', 'Màu da khác xung quanh', 'Thay đổi màu sắc da', 'Phân toàn nước màu trắng đục', 'Nốt màu đỏ trên bề mặt da', 'Nước tiểu sẫm màu', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Tinh dịch có màu nâu', 'Phân đen']",['Phân nhạt màu']
586,Tiêu chảy nhiều lần,,,,2022-01-17 11:07:47.531+00,1,1,2022-01-17 11:07:46.084+00,2022-01-17 11:07:47.548+00,,"['Tiểu nhiều lần', 'Chảy máu trong quan hệ', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Nước chảy từng ít một từ âm đạo', 'Có dịch từ âm đạo', 'Tiêu chảy', 'Đầu lớn bất thường', 'Tiêu chảy ra máu', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Dịch chảy từ ống tai ngoài', 'Tiêu chảy nhiều lần', 'Yếu cơ vùng đầu mặt cổ', 'Có mủ bên trong ', 'Chảy máu quá nhiều', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Phân có đường kính lớn', 'Chảy dịch ở tai', 'Chảy máu trong thực quản', 'Tiêu lỏng', 'Chảy máu âm đạo', 'Chảy nước ở tai', 'Chảy nước mắt', 'Chảy nước mũi', 'Chậm tiêu', 'Khó tiêu', 'Sợ thức ăn có nhiều dầu mỡ', 'Khẩu cái tiết nhiều dịch', 'Tiêu chảy ở trẻ em', 'Đau ở nhiều khớp', 'Ăn không tiêu', 'Uống nhiều nước']",['Tiêu chảy nhiều lần']
630,Màu da khác xung quanh,,,,2022-01-18 02:35:07.846+00,1,1,2022-01-18 02:35:05.379+00,2022-01-18 02:35:07.865+00,,"['Các mảng màu đỏ trên da', 'Thay đổi màu sắc da ở dương vật', 'Màu da khác xung quanh', 'Phân toàn nước màu trắng đục', 'Đỏ vùng da quanh khớp', 'Sưng nề vùng da xung quanh', 'Các mảng đỏ hoặc nâu trên da', 'Đỏ quanh giác mạc', 'Nề đỏ xung quanh vết loét', 'Ít quan tâm tới người khác', 'Da vùng cổ thâm', 'Mụn nhỏ trên bề mặt da đầu', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Da tái xanh', 'Mồ hôi có màu bất thường', 'Vùng dày bì dưới da', 'Nước tiểu màu vàng', 'Răng bị đổi màu', 'Sưng nề nhẹ quanh đầu xương', 'Đốm trên da', 'Phân nhạt màu', 'Khẩu cái bị xung huyết', 'Thay đổi màu sắc da', 'Nốt màu đỏ trên bề mặt da', 'Mảng sần trên bề mặt da', 'Đau trong và xung quanh một khớp', 'Ban đỏ trên da', 'Nước tiểu sẫm màu', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Tinh dịch có màu nâu', 'Rối loạn màu sắc', 'Các mảng da ngứa', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Tăng sắc tố da', 'Xương đâm xuyên qua da', 'Thay đổi màu sắc dịch âm đạo']",['Màu da khác xung quanh']
735,Mặt nổi cục sần sùi,,,,2022-01-18 04:37:36.793+00,1,1,2022-01-18 04:37:35.217+00,2022-01-18 04:37:36.807+00,,"['Mặt nổi cục sần sùi', 'Nổi mụn', 'Mụn nhỏ trên bề mặt da đầu', 'Nốt màu đỏ trên bề mặt da', 'Mảng sần trên bề mặt da', 'Nhìn như cục nhọt lớn', 'Sưng mặt']",['Mặt nổi cục sần sùi']
738,Da bóng mỡ,,,,2022-01-18 04:39:30.581+00,1,1,2022-01-18 04:39:28.777+00,2022-01-18 04:39:30.595+00,,"['Da bóng mỡ', 'Teo lớp mỡ dưới da', 'Nổi da gà']",['Da bóng mỡ']
50,Đau bụng cấp tính,"Đau bụng thường gặp và thường không nguy hiểm Tuy nhiên, đau bụng mức độ nặng, cấp tính luôn luôn là triệu chứng của bệnh lí trong ổ bụng. Nó có thể là chỉ điểm duy nhất cho biết cần phẫu thuật và phải được xem xét một cách nhanh chóng: hoại tử và thủng ruột<br>có thể xảy ra < 6 giờ sau khi xuất hiện các triệu chứng trong những tình trạng nhất định (ví dụ như gián đoạn cung cấp máu đường ruột do tắc nghẽn ruột hoặc tắc động mạch). Đau bụng đặc biệt phải quan tâm ở trẻ nhỏ hoặc người già và những người nhiễm HIV hoặc dùng thuốc ức chế miễn dịch (bao gồm cả corticoid).<br>Mô tả đau bụng trong y văn có nhiều hạn chế vì mọi người phản ứng với đau khác nhau. Một số bệnh nhân, đặc biệt người già thường chịu đau, trong khi những người khác lại cường điệu quá mức các triệu chứng của họ. Trẻ sơ sinh, trẻ nhỏ và một số người cao tuổi có thể gặp khó khăn trong việc xác định vị trí đau.<br>Thuật ngữ Bụng cấp tính chỉ các triệu chứng và các dấu hiệu nguy hiểm hoặc liên quan đến các tình trạng cần phải cân nhắc đến phẫu thuật.",[],,2022-01-12 12:07:07.975+00,1,3,2022-01-12 10:06:17.673+00,2022-01-12 12:07:07.988+00,,"['Đau bụng cấp tính', 'Đau cơ', 'Đau bụng tái phát', 'Đau bụng mạn tính', 'Đau vùng hạ sườn trái', 'Đau ngực dữ dội', 'Đau vai', 'Đau nhức chân tay', 'Đau đầu', 'Sờ thấy một khối u trong bụng', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Khối u ở bụng', 'Đầy bụng', 'Đau bụng từng cơn', 'Đau khi quan hệ', 'Đau âm ỉ thượng vị', 'Đau cột sống cổ - cột sống thắt lưng', 'Đau vùng bên trái bụng', 'Hạch bẹn sưng to và đau', 'Đau dữ dội vùng thượng vị', 'Đau dương vật', 'Đau ở vùng hạ sườn phải', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau bụng', 'Đau khi đi tiểu', 'Đau ở vùng chậu', 'Đau bụng ở trẻ em', 'Đau ở hạ vị', 'Đau tinh hoàn', 'Đau bụng vùng thượng vị', 'Đại tiện đau', 'Đau khi đi lại', 'Đau khi nhai', 'Đau bụng kinh', 'Đau ở vùng bụng', 'Đau trong và xung quanh một khớp', 'Đau tức ngực', 'Nặng bụng dưới', 'Đau trong hốc mắt', 'Đau ở nhiều khớp', 'Đau vùng thắt lưng', 'Đau dai dẳng vùng thượng vị', 'Đau chi', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Đau bụng dữ dội', 'Đau phía sau đầu và cổ', 'Đau đầu dữ dội', 'Đau đầu đột ngột', 'Xuất tinh đau', 'Khối u ở bìu không đau', 'Mất thị lực cấp tính', 'Đau khi giao hợp', 'Đau nhức toàn thân', 'Đi tiểu đau', 'Đau hạ vị']","['Đau bụng cấp tính', 'Đau bụng mạn tính']"
72,Phù chi dưới trong giai đoạn cuối của thai kỳ,Phù thường gặp trong giai đoạn muộn của thai kỳ. Nó thường liên quan đến chi dưới nhưng đôi khi xuất hiện như sưng nề hoặc sưng húp ở mặt hoặc bàn tay.,[],,2022-01-12 12:40:55.161+00,1,1,2022-01-12 10:06:17.838+00,2022-01-12 12:40:55.172+00,,"['Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Nước chảy từng ít một từ âm đạo', 'Mất nhận thức không gian', 'Có dịch từ âm đạo', 'Phù hai chi dưới', 'Đầu lớn bất thường', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Phù chi dưới trong giai đoạn cuối của thai kỳ', 'Tăng tiết dịch âm đạo', 'Buồn nôn trong giai đoạn đầu của thai kỳ', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Khó nghe được các phụ âm', 'Chảy máu trong thực quản', 'Chảy máu trong quan hệ', 'Máu trong phân', 'Khó khăn trong việc di chuyển', 'Sờ thấy một khối u trong bụng', 'Phù toàn thân', 'Khó khăn trong việc suy luận', 'Yếu liệt chi dưới', 'Cảm giác kiến bò trong người', 'Búi trĩ bên trong hoặc ngoài trực tràng', 'Đau trong và xung quanh một khớp', 'Phù ngoại biên', 'Có mủ bên trong ', 'Liệt chi trên', 'Liệt chi dưới', 'Cảm giác dị vật trong mắt']","['Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Phù chi dưới trong giai đoạn cuối của thai kỳ', 'Buồn nôn trong giai đoạn đầu của thai kỳ']"
107,Cơn gò tử cung,,,,2022-01-14 03:55:16.982+00,2,2,2022-01-14 03:32:53.558+00,2022-01-14 03:55:16.994+00,,"['Gò tử cung', 'Cơn gò tử cung', 'Đau bụng từng cơn', 'Đồng tử không đều', 'Tử cung lớn', 'Tử cung co giật']",['Cơn gò tử cung']
144,Mất vị giác,,,,2022-01-14 04:41:38.036+00,1,1,2022-01-14 04:41:36.355+00,2022-01-14 04:41:38.048+00,,"['Mất vị giác', 'Mất cảm giác', 'Mất ý thức', 'Giác mạc mất độ bóng', 'Mất phương hướng', 'Mất hứng thú', 'Mất thăng bằng', 'Mất cân bằng', 'Thay đổi vị giác', 'Mất thính giác', 'Mất trí nhớ', 'Mất nhận thức không gian', 'Mất thính giác đột ngột', 'Mất khứu giác', 'Cảm giác ngứa ran bên trong cổ chân', 'Cảm giác kiến bò trong người', 'Đau dữ dội vùng thượng vị', 'Da mất cảm giác', 'Đau ở hạ vị', 'Giảm cảm giác', 'Đau bụng vùng thượng vị', 'Cảm giác khối u chặn họng', 'Đột nhiên mất sức', 'Mất nước', 'Mất chức năng vùng bị thương', 'Mất thị lực cấp tính', 'Đau hạ vị', 'Cảm giác dị vật trong mắt']",['Mất vị giác']
180,Tăng huyết áp,,,,2022-01-14 06:51:20.213+00,1,1,2022-01-14 06:51:18.539+00,2022-01-14 06:51:20.232+00,,"['Thấp huyết áp', 'Tăng huyết áp', 'Cao huyết áp', 'Hạ huyết áp', 'Huyết áp tăng', 'Hạ huyết áp tư thế đứng', 'Tăng khối lượng cơ bắp', 'Phì đại các hạch bạch huyết', 'Tăng cân', 'Khẩu cái bị xung huyết', 'Hạch bạch huyết tại hàm', 'Sốt tăng dần', 'Mức đường huyết cao', 'Tăng động thái quá']",['Tăng huyết áp']
146,Động kinh,,,,2022-01-14 04:43:27.007+00,1,1,2022-01-14 04:43:25.276+00,2022-01-14 04:43:27.018+00,,"['Động kinh', 'Nổi cục ở dây thần kinh ngoại vi', 'Vô kinh', 'Tăng động thái quá', 'Không có cử động hay phản xạ', 'Rối loạn thần kinh thực vật', 'Chuyển động không theo ý muốn', 'Máu kinh đóng thành cục lớn', 'Kích động', 'Giảm vận động', 'Thống kinh', 'Khó cử động', 'Liệt vận động']",['Động kinh']
152,Giảm vận động,,,,2022-01-14 04:46:04.404+00,1,1,2022-01-14 04:46:02.87+00,2022-01-14 04:46:04.416+00,,"['Giảm vận động', 'Tăng động thái quá', 'Liệt vận động', 'Trương lực cơ giảm', 'Giảm khả năng phản xạ', 'Không có cử động hay phản xạ', 'Chuyển động không theo ý muốn', 'Suy giảm thị lực', 'Kích động', 'Giảm thính lực', 'Động kinh', 'Khó cử động']",['Giảm vận động']
224,Răng lốm đốm màu,,,,2022-01-14 07:42:17.262+00,2,2,2022-01-14 07:42:15.861+00,2022-01-14 07:42:17.274+00,,"['Răng lốm đốm màu', 'Đốm trên da']",['Răng lốm đốm màu']
269,Sợ thức ăn có nhiều dầu mỡ,,,,2022-01-14 09:05:51.361+00,2,2,2022-01-14 09:05:49.067+00,2022-01-14 09:05:51.377+00,,"['Ăn nhiều', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Sợ thức ăn có nhiều dầu mỡ', 'Ăn không tiêu', 'Uống nhiều nước', 'Tiểu nhiều lần', 'Mất ý thức', 'Nước bọt có máu', 'Không có cử động hay phản xạ', 'Ăn không ngon', 'Có ý định tự sát', 'Thay đổi nhận thức', 'Tinh dịch có máu', 'Mất nhận thức không gian', 'Có dịch từ âm đạo', 'Mồ hôi có màu bất thường', 'Ngủ nhiều', 'Phân có máu', 'Tiêu chảy nhiều lần', 'Khẩu cái tiết nhiều dịch', 'Bìu không có tinh hoàn', 'Có khối ở cổ', 'Rối loạn ý thức', 'Có mủ bên trong ', 'Tinh dịch có màu nâu', 'Chảy máu quá nhiều', 'Đau ở nhiều khớp', 'Phân có đường kính lớn', 'Bỏ ăn', 'Nước mắt có dịch mờ đục']",['Sợ thức ăn có nhiều dầu mỡ']
271,Hoảng loạn,,,,2022-01-14 09:06:45.389+00,1,1,2022-01-14 09:06:43.376+00,2022-01-14 09:06:45.431+00,,"['Hoảng loạn', 'Rối loạn cương dương', 'rối loạn kinh nguyệt', 'Rối loạn thần kinh thực vật', 'Rối loạn về cảm xúc', 'Rối loạn kinh nguyệt', 'Rối loạn trí nhớ', 'Rối loạn về giấc ngủ', 'Rối loạn hấp thu', 'Rối loạn ý thức', 'Rối loạn tâm thần', 'Rối loạn thị lực', 'Rối loạn lo âu']",['Hoảng loạn']
328,Tăng cân,,,,2022-01-14 14:15:01.159+00,3,3,2022-01-14 14:14:57.594+00,2022-01-14 14:15:01.174+00,,"['Giảm cân', 'Tăng cân', 'Nhẹ cân', 'Sút cân', 'Mất cân bằng', 'Tăng khối lượng cơ bắp', 'Tăng huyết áp', 'Sụt cân', 'Tăng động thái quá', 'Huyết áp tăng']",['Tăng cân']
531,Đau ở hạ vị,,,,2022-01-16 11:35:04.506+00,2,2,2022-01-16 11:35:02.011+00,2022-01-16 11:35:04.518+00,,"['Đau vùng hạ sườn trái', 'Đau khi quan hệ', 'Đau dữ dội vùng thượng vị', 'Đau ở vùng hạ sườn phải', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau khi đi tiểu', 'Đau ở hạ vị', 'Đau bụng vùng thượng vị', 'Đau khi đi lại', 'Đau trong và xung quanh một khớp', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Mất chức năng vùng bị thương', 'Đau phía sau đầu và cổ', 'Đau khi giao hợp', 'Đau hạ vị', 'Chảy dịch ở tai', 'Hạ huyết áp tư thế đứng', 'Tăng trưởng chậm ở trẻ em', 'Đau đầu', 'Thay đổi vị giác', 'Đau phía sau xương ức', 'Cục ở họng', 'Đau âm ỉ thượng vị', 'Đau cột sống cổ - cột sống thắt lưng', 'Đau vùng bên trái bụng', 'Nóng rát vùng thượng vị', 'Chảy nước ở tai', 'Đau ở vùng chậu', 'Đau bụng cấp tính', 'Mất vị giác', 'Dịch xanh lá ở dương vật', 'Nổi cục ở dây thần kinh ngoại vi', 'Đau tinh hoàn', 'Có khối ở cổ', 'Dịch vàng ở dương vật', 'Dịch trắng ở dương vật', 'Đại tiện đau', 'Tiêu chảy ở trẻ em', 'Đau ở vùng bụng', 'Các khối u ở miệng', 'Đau cơ', 'Đau vùng mạn sườn dưới', 'Đau ở nhiều khớp', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Đau dai dẳng vùng thượng vị', 'Vết nứt ở hậu môn', 'Phát ban ở trẻ sơ sinh và trẻ nhỏ', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Buồn nôn ở trẻ nhỏ và trẻ em', 'Đau bụng tái phát', 'Đau đầu dữ dội', 'Đau đầu đột ngột', 'Hạ huyết áp', 'Xuất tinh đau', 'Khối u ở bìu không đau', 'Ho ở người lớn', 'Đau nhức toàn thân', 'Đi tiểu đau']",['Đau ở hạ vị']
390,Nghén nặng,"Nghén nặng: bệnh nhân buồn nôn và nôn nhiều, người mệt mỏi, đôi khi có phù, có protein niệu và có thể tăng huyết áp. Bệnh nhân có thể được chẩn đoán nhầm là dọa sẩy trong giai đoạn đầu của bệnh.
",,,2022-01-15 06:57:27.295+00,2,2,2022-01-15 06:57:20.004+00,2022-01-15 06:57:27.314+00,,['Nghén nặng'],['Nghén nặng']
631,Căng thẳng,,,,2022-01-18 02:38:10.372+00,1,1,2022-01-18 02:38:08.939+00,2022-01-18 02:38:10.383+00,,['Căng thẳng'],['Căng thẳng']
587,Mắt trũng,,,,2022-01-17 11:08:55.523+00,1,1,2022-01-17 11:08:54.086+00,2022-01-17 11:08:55.533+00,,"['Mắt trũng', 'Lồi mắt']",['Mắt trũng']
632,Giảm trí nhớ,,,,2022-01-18 02:38:44.195+00,1,1,2022-01-18 02:38:42.806+00,2022-01-18 02:38:44.209+00,,"['Mất trí nhớ', 'Giảm trí nhớ', 'Trương lực cơ giảm', 'Giảm cân', 'Suy giảm thị lực', 'Giảm cảm giác', 'Rối loạn trí nhớ']","['Mất trí nhớ', 'Giảm trí nhớ']"
736,Mũi xẹp xuống,,,,2022-01-18 04:38:14.989+00,1,1,2022-01-18 04:38:12.654+00,2022-01-18 04:38:15.001+00,,"['Mũi xẹp xuống', 'Ngạt mũi', 'Nghẹt mũi']",['Mũi xẹp xuống']
